radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,605,2,137,11533323,0,10.262,36.801,1000,1,1,,,0
LTE,605,2,137,11533067,0,10.262,36.801,1000,1,1,,,0
GSM,605,3,1118,18497,0,10.258,36.802,1000,1,1,,,0
GSM,605,2,137,53827,0,10.262,36.802,1000,1,1,,,0
GSM,605,1,10005,10953,0,10.26,36.802,3925,1,1,,,0
UMTS,605,3,2154,133274,0,10.261,36.803,1000,1,1,,,0
GSM,605,2,409,53804,0,10.263,36.803,1596,1,1,,,0
GSM,605,2,137,511,0,10.261,36.803,1000,1,1,,,0
UMTS,605,1,10004,75937,0,10.261,36.804,1000,1,1,,,0
GSM,605,3,108,12447,0,10.262,36.804,1000,1,1,,,0
GSM,605,2,137,524,0,10.261,36.804,1000,1,1,,,0
GSM,605,3,1108,11142,0,10.261,36.804,2574,1,1,,,0
GSM,605,1,10004,10083,0,10.262,36.804,1712,1,1,,,0
GSM,605,2,401,52703,0,10.262,36.804,1000,1,1,,,0
UMTS,605,3,2164,818634,0,10.256,36.804,1000,1,1,,,0
UMTS,605,3,2165,818639,0,10.263,36.804,1000,1,1,,,0
UMTS,605,3,2165,818634,0,10.264,36.805,1000,1,1,,,0
UMTS,605,1,10012,7328536,0,10.261,36.805,1000,1,1,,,0
UMTS,605,1,10014,7282451,0,10.257,36.805,1000,1,1,,,0
GSM,605,3,1108,11148,0,10.259,36.805,2862,1,1,,,0
GSM,605,3,1108,11101,0,10.256,36.806,5710,1,1,,,0
UMTS,605,3,2154,133279,0,10.256,36.806,1000,1,1,,,0
UMTS,605,3,2154,163274,0,10.258,36.806,1000,1,1,,,0
GSM,605,2,137,3821,0,10.261,36.806,1000,1,1,,,0
GSM,605,3,1482,15301,0,10.264,36.807,1000,1,1,,,0
GSM,605,2,137,2706,0,10.261,36.807,1221,1,1,,,0
UMTS,605,1,10005,75989,0,10.252,36.808,1000,1,1,,,0
GSM,605,3,104,12261,0,10.261,36.808,1000,1,1,,,0
UMTS,605,3,2157,164305,0,10.261,36.808,1000,1,1,,,0
GSM,605,3,1118,18491,0,10.257,36.808,1277,1,1,,,0
GSM,605,3,1118,12447,0,10.269,36.797,1000,1,1,,,0
GSM,605,3,1108,12243,0,10.271,36.797,1000,1,1,,,0
LTE,605,1,10005,267523,0,10.271,36.797,1000,1,1,,,0
UMTS,605,1,10004,75957,0,10.27,36.797,1000,1,1,,,0
UMTS,605,3,2154,133273,0,10.27,36.797,1000,1,1,,,0
GSM,605,3,1108,12240,0,10.27,36.797,1000,1,1,,,0
UMTS,605,3,2154,132721,0,10.272,36.797,1000,1,1,,,0
UMTS,605,3,2154,132716,0,10.272,36.797,1000,1,1,,,0
UMTS,605,1,10004,75624,0,10.267,36.797,1000,1,1,,,0
GSM,605,1,10005,10836,0,10.266,36.798,4621,1,1,,,0
UMTS,605,1,10004,75621,0,10.267,36.798,1000,1,1,,,0
UMTS,605,1,10005,75621,0,10.265,36.798,1000,1,1,,,0
UMTS,605,1,10004,75622,0,10.265,36.798,1000,1,1,,,0
GSM,605,3,108,11002,0,10.266,36.798,1000,1,1,,,0
UMTS,605,3,2154,163273,0,10.27,36.798,1000,1,1,,,0
UMTS,605,3,2164,826508,0,10.27,36.798,1000,1,1,,,0
GSM,605,3,108,12249,0,10.272,36.798,1000,1,1,,,0
UMTS,605,3,2154,171143,0,10.272,36.798,1000,1,1,,,0
UMTS,605,3,2154,141148,0,10.272,36.798,1000,1,1,,,0
UMTS,605,3,2154,141143,0,10.272,36.798,1000,1,1,,,0
GSM,605,3,1118,11647,0,10.272,36.798,1000,1,1,,,0
UMTS,605,3,2154,171148,0,10.272,36.798,1000,1,1,,,0
UMTS,605,3,2154,141149,0,10.272,36.798,1000,1,1,,,0
GSM,605,3,1118,11641,0,10.272,36.798,1000,1,1,,,0
UMTS,605,3,2154,171144,0,10.272,36.798,1000,1,1,,,0
UMTS,605,3,2154,162855,0,10.272,36.798,1000,1,1,,,0
GSM,605,2,137,636,0,10.267,36.798,1000,1,1,,,0
LTE,605,2,137,11589132,0,10.269,36.799,1000,1,1,,,0
UMTS,605,2,137,264846,0,10.271,36.799,1000,1,1,,,0
GSM,605,2,401,52702,0,10.265,36.799,1000,1,1,,,0
GSM,605,3,1494,11002,0,10.273,36.8,1000,1,1,,,0
UMTS,605,2,137,264849,0,10.27,36.8,1000,1,1,,,0
GSM,605,3,1108,12249,0,10.271,36.8,1000,1,1,,,0
LTE,605,2,137,11589131,0,10.274,36.8,1263,1,1,,,0
GSM,605,2,411,52704,0,10.273,36.8,1000,1,1,,,0
GSM,605,2,411,52705,0,10.27,36.8,1000,1,1,,,0
GSM,605,1,10005,11511,0,10.27,36.8,1000,1,1,,,0
GSM,605,2,401,50636,0,10.267,36.8,4436,1,1,,,0
GSM,605,2,137,2703,0,10.265,36.8,1224,1,1,,,0
UMTS,605,2,137,264848,0,10.272,36.8,1000,1,1,,,0
GSM,605,2,411,52703,0,10.27,36.8,1000,1,1,,,0
GSM,605,3,1494,11147,0,10.27,36.8,695,1,1,,,0
GSM,605,3,1494,11007,0,10.275,36.8,1000,1,1,,,0
GSM,605,3,1494,11141,0,10.271,36.8,1000,1,1,,,0
GSM,605,2,411,52702,0,10.272,36.8,1000,1,1,,,0
GSM,605,2,401,50633,0,10.267,36.8,4448,1,1,,,0
UMTS,605,2,137,11589132,0,10.27,36.801,1000,1,1,,,0
LTE,605,2,137,11589122,0,10.27,36.801,1000,1,1,,,0
UMTS,605,2,137,264847,0,10.27,36.801,1000,1,1,,,0
LTE,605,2,137,11589133,0,10.27,36.801,1000,1,1,,,0
UMTS,605,3,2164,794878,0,10.265,36.801,1000,1,1,,,0
UMTS,605,2,137,314852,0,10.27,36.801,1000,1,1,,,0
LTE,605,3,4164,3098371,0,10.272,36.801,1000,1,1,,,0
LTE,605,3,4164,3098381,0,10.274,36.801,1000,1,1,,,0
UMTS,605,1,10004,75942,0,10.274,36.801,1000,1,1,,,0
GSM,605,1,10004,10082,0,10.266,36.802,1347,1,1,,,0
GSM,605,1,10005,10453,0,10.27,36.802,4200,1,1,,,0
GSM,605,3,1108,11141,0,10.275,36.802,1130,1,1,,,0
GSM,605,3,1494,11003,0,10.272,36.802,1000,1,1,,,0
GSM,605,1,10004,10081,0,10.265,36.802,1000,1,1,,,0
GSM,605,2,411,52701,0,10.272,36.803,1000,1,1,,,0
GSM,605,3,1108,11009,0,10.272,36.803,1000,1,1,,,0
GSM,605,3,1108,11147,0,10.272,36.803,1646,1,1,,,0
GSM,605,3,1494,11142,0,10.266,36.803,1000,1,1,,,0
GSM,605,1,10004,10406,0,10.268,36.804,1000,1,1,,,0
GSM,605,1,10004,10084,0,10.268,36.804,1000,1,1,,,0
GSM,605,3,1108,11003,0,10.272,36.804,1000,1,1,,,0
GSM,605,2,411,52706,0,10.268,36.804,1000,1,1,,,0
GSM,605,2,411,56413,0,10.27,36.804,1000,1,1,,,0
GSM,605,3,1494,11148,0,10.266,36.804,1000,1,1,,,0
GSM,605,2,411,58822,0,10.264,36.805,1000,1,1,,,0
GSM,605,1,10005,10281,0,10.266,36.805,1000,1,1,,,0
GSM,605,2,401,52706,0,10.267,36.805,1000,1,1,,,0
GSM,605,3,1493,18491,0,10.264,36.805,1000,1,1,,,0
GSM,605,3,1108,17793,0,10.275,36.805,1362,1,1,,,0
GSM,605,1,10004,2494,0,10.267,36.805,1000,1,1,,,0
UMTS,605,3,2165,788634,0,10.264,36.805,1000,1,1,,,0
GSM,605,2,411,58821,0,10.267,36.806,1000,1,1,,,0
GSM,605,1,10004,10403,0,10.268,36.807,2296,1,1,,,0
GSM,605,1,10004,2324,0,10.266,36.807,1000,1,1,,,0
GSM,605,3,1493,11641,0,10.268,36.807,1000,1,1,,,0
GSM,605,3,1494,17799,0,10.268,36.807,1000,1,1,,,0
UMTS,605,1,10004,68033,0,10.267,36.808,1000,1,1,,,0
UMTS,605,1,10004,86676,0,10.28,36.797,1000,1,1,,,0
UMTS,605,1,10005,76197,0,10.283,36.797,2325,1,1,,,0
GSM,605,3,1108,12241,0,10.278,36.799,1000,1,1,,,0
UMTS,605,1,10004,75938,0,10.279,36.799,1000,1,1,,,0
GSM,605,3,1108,12247,0,10.279,36.8,1000,1,1,,,0
GSM,605,3,1494,11001,0,10.277,36.8,1000,1,1,,,0
UMTS,605,1,10004,75939,0,10.276,36.801,1151,1,1,,,0
UMTS,605,2,137,266638,0,10.282,36.801,7961,1,1,,,0
LTE,605,2,137,11589141,0,10.278,36.802,1000,1,1,,,0
LTE,605,2,137,11684109,0,10.279,36.802,1000,1,1,,,0
GSM,605,2,401,50631,0,10.28,36.802,1106,1,1,,,0
GSM,605,3,1108,11002,0,10.281,36.802,1000,1,1,,,0
GSM,605,1,10004,10391,0,10.281,36.802,1000,1,1,,,0
GSM,605,1,10004,652,0,10.281,36.802,1000,1,1,,,0
UMTS,605,2,137,318561,0,10.288,36.805,1000,1,1,,,0
UMTS,605,2,137,264845,0,10.279,36.807,1000,1,1,,,0
GSM,605,2,401,50634,0,10.281,36.807,1000,1,1,,,0
GSM,605,1,10004,10402,0,10.277,36.807,3027,1,1,,,0
GSM,605,3,1480,10328,0,10.301,36.804,3184,1,1,,,0
GSM,605,3,1494,18488,0,10.311,36.805,1000,1,1,,,0
GSM,605,3,1108,18487,0,10.31,36.806,1584,1,1,,,0
GSM,605,3,1494,18489,0,10.303,36.808,1000,1,1,,,0
UMTS,605,1,10004,67654,0,10.322,36.804,1565,1,1,,,0
UMTS,605,3,2154,162813,0,10.32,36.808,1000,1,1,,,0
UMTS,605,3,2156,227670,0,10.121,36.808,1000,1,1,,,0
UMTS,605,3,2156,227270,0,10.123,36.809,1000,1,1,,,0
UMTS,605,1,10011,7275030,0,10.126,36.809,1000,1,1,,,0
UMTS,605,1,10017,7276407,0,10.131,36.809,1000,1,1,,,0
UMTS,605,1,10017,7277556,0,10.131,36.809,1000,1,1,,,0
UMTS,605,2,1020,853929,0,10.125,36.809,1000,1,1,,,0
UMTS,605,3,2100,656027,0,10.124,36.809,1000,1,1,,,0
UMTS,605,1,10017,7276413,0,10.129,36.809,1000,1,1,,,0
UMTS,605,3,2100,656029,0,10.122,36.81,1000,1,1,,,0
UMTS,605,2,1020,853933,0,10.123,36.81,1000,1,1,,,0
LTE,605,3,4100,3903757,0,10.13,36.81,1000,1,1,,,0
LTE,605,2,136,11553282,0,10.12,36.81,1000,1,1,,,0
GSM,605,2,418,56953,0,10.123,36.81,1000,1,1,,,0
LTE,605,3,4100,3868685,0,10.124,36.81,1000,1,1,,,0
UMTS,605,3,2106,197270,0,10.126,36.81,1000,1,1,,,0
UMTS,605,3,2106,197271,0,10.121,36.81,1000,1,1,,,0
UMTS,605,2,250,203561,0,10.121,36.81,1000,1,1,,,0
GSM,605,2,418,51963,0,10.12,36.81,1000,1,1,,,0
GSM,605,3,1143,15561,0,10.12,36.81,1000,1,1,,,0
GSM,605,1,10014,8353,0,10.12,36.81,1000,1,1,,,0
LTE,605,2,136,11528972,0,10.12,36.81,1000,1,1,,,0
GSM,605,3,1143,16761,0,10.12,36.81,1000,1,1,,,0
UMTS,605,2,1020,203561,0,10.12,36.81,1000,1,1,,,0
UMTS,605,3,2100,656022,0,10.123,36.81,1000,1,1,,,0
LTE,605,2,1020,11580173,0,10.123,36.81,1000,1,1,,,0
UMTS,605,2,1020,854321,0,10.123,36.81,1000,1,1,,,0
UMTS,605,3,2156,234409,0,10.125,36.81,1000,1,1,,,0
UMTS,605,3,2100,234409,0,10.125,36.81,1000,1,1,,,0
GSM,605,1,10011,533,0,10.125,36.81,1000,1,1,,,0
UMTS,605,2,250,203564,0,10.125,36.81,1000,1,1,,,0
UMTS,605,1,10017,7275138,0,10.126,36.81,1000,1,1,,,0
UMTS,605,3,2100,204409,0,10.126,36.81,1000,1,1,,,0
GSM,605,3,1143,15563,0,10.126,36.81,1000,1,1,,,0
GSM,605,3,1143,16003,0,10.126,36.81,1000,1,1,,,0
GSM,605,3,1143,16009,0,10.126,36.81,1000,1,1,,,0
GSM,605,3,1143,16002,0,10.126,36.81,1000,1,1,,,0
GSM,605,1,10017,2523,0,10.126,36.81,1000,1,1,,,0
UMTS,605,1,10017,7275575,0,10.126,36.81,1000,1,1,,,0
UMTS,605,2,1020,203559,0,10.126,36.81,1000,1,1,,,0
UMTS,605,3,2156,656027,0,10.129,36.81,1000,1,1,,,0
UMTS,605,3,2100,686024,0,10.129,36.81,1000,1,1,,,0
UMTS,605,2,1020,854320,0,10.129,36.81,1000,1,1,,,0
LTE,605,2,136,11553292,0,10.121,36.811,1000,1,1,,,0
UMTS,605,1,10017,7278366,0,10.121,36.811,1000,1,1,,,0
GSM,605,1,10017,1911,0,10.13,36.811,1000,1,1,,,0
UMTS,605,1,10017,7281956,0,10.121,36.811,1000,1,1,,,0
GSM,605,1,10011,12584,0,10.129,36.811,2860,1,1,,,0
UMTS,605,1,10017,7281957,0,10.12,36.811,1000,1,1,,,0
UMTS,605,3,2156,204409,0,10.125,36.811,1000,1,1,,,0
GSM,605,3,1143,16008,0,10.126,36.811,1000,1,1,,,0
GSM,605,1,10017,883,0,10.127,36.811,1000,1,1,,,0
UMTS,605,2,136,247916,0,10.123,36.811,1000,1,1,,,0
GSM,605,1,10017,1913,0,10.122,36.811,1000,1,1,,,0
GSM,605,2,418,56951,0,10.124,36.811,1000,1,1,,,0
GSM,605,1,10017,1073,0,10.128,36.811,1000,1,1,,,0
UMTS,605,3,2100,686022,0,10.123,36.811,1000,1,1,,,0
GSM,605,1,10017,1072,0,10.128,36.812,1000,1,1,,,0
GSM,605,2,418,53653,0,10.131,36.812,1000,1,1,,,0
GSM,605,2,416,51306,0,10.12,36.812,1000,1,1,,,0
UMTS,605,3,13320,656612,0,10.12,36.812,1000,1,1,,,0
UMTS,605,1,10017,7281619,0,10.12,36.812,1000,1,1,,,0
GSM,605,2,416,50482,0,10.12,36.812,1000,1,1,,,0
GSM,605,2,416,55202,0,10.12,36.812,1000,1,1,,,0
UMTS,605,3,2156,227754,0,10.12,36.812,1000,1,1,,,0
GSM,605,2,416,52552,0,10.12,36.812,1000,1,1,,,0
GSM,605,2,416,50485,0,10.12,36.812,1000,1,1,,,0
UMTS,605,1,10017,7279366,0,10.12,36.812,1000,1,1,,,0
UMTS,605,1,10022,7275623,0,10.12,36.812,1000,1,1,,,0
UMTS,605,2,250,253565,0,10.122,36.812,1000,1,1,,,0
UMTS,605,2,250,253567,0,10.122,36.812,1000,1,1,,,0
UMTS,605,2,1020,853932,0,10.122,36.812,1000,1,1,,,0
UMTS,605,2,250,203559,0,10.123,36.812,1000,1,1,,,0
UMTS,605,1,10017,7276415,0,10.123,36.812,1000,1,1,,,0
UMTS,605,1,10017,7280376,0,10.123,36.812,1000,1,1,,,0
UMTS,605,1,10017,7276412,0,10.123,36.812,1000,1,1,,,0
GSM,605,1,10017,1781,0,10.127,36.812,1000,1,1,,,0
UMTS,605,1,10017,7275571,0,10.131,36.812,1000,1,1,,,0
UMTS,605,1,10017,7281960,0,10.131,36.812,1000,1,1,,,0
UMTS,605,2,1020,853935,0,10.131,36.812,1000,1,1,,,0
GSM,605,2,418,52353,0,10.121,36.812,1000,1,1,,,0
LTE,605,1,10017,15886,0,10.121,36.813,2871,1,1,,,0
GSM,605,1,10017,7461,0,10.121,36.813,1000,1,1,,,0
LTE,605,1,10017,27398,0,10.129,36.813,1000,1,1,,,0
UMTS,605,1,10017,7280256,0,10.12,36.813,1000,1,1,,,0
GSM,605,2,416,51304,0,10.122,36.813,1000,1,1,,,0
UMTS,605,3,2100,197224,0,10.122,36.813,1000,1,1,,,0
UMTS,605,3,2100,656616,0,10.122,36.813,1000,1,1,,,0
UMTS,605,1,10017,7277052,0,10.122,36.813,1000,1,1,,,0
UMTS,605,1,10017,7277054,0,10.122,36.813,1000,1,1,,,0
UMTS,605,1,10017,7277049,0,10.122,36.813,1000,1,1,,,0
UMTS,605,2,1020,854325,0,10.127,36.813,1000,1,1,,,0
UMTS,605,1,10006,27398,0,10.127,36.813,1000,1,1,,,0
UMTS,605,3,2100,656538,0,10.13,36.813,1000,1,1,,,0
UMTS,605,3,2100,656533,0,10.13,36.813,1000,1,1,,,0
UMTS,605,2,136,252887,0,10.131,36.813,1000,1,1,,,0
UMTS,605,1,10017,7275569,0,10.13,36.813,1000,1,1,,,0
LTE,605,2,136,11553302,0,10.121,36.813,1000,1,1,,,0
UMTS,605,1,10017,7275572,0,10.129,36.814,1000,1,1,,,0
UMTS,605,1,10017,7281622,0,10.121,36.814,1000,1,1,,,0
GSM,605,3,1119,18357,0,10.129,36.814,1000,1,1,,,0
UMTS,605,2,1020,854319,0,10.129,36.814,1000,1,1,,,0
UMTS,605,1,10017,7275382,0,10.127,36.814,1115,1,1,,,0
UMTS,605,2,136,247915,0,10.122,36.814,1000,1,1,,,0
LTE,605,2,1020,11580163,0,10.121,36.814,1000,1,1,,,0
GSM,605,2,416,57882,0,10.121,36.814,1000,1,1,,,0
UMTS,605,2,136,197074,0,10.121,36.814,1792,1,1,,,0
UMTS,605,3,2100,665464,0,10.121,36.814,1000,1,1,,,0
UMTS,605,3,2100,665461,0,10.121,36.814,1000,1,1,,,0
UMTS,605,3,2100,656617,0,10.122,36.814,1000,1,1,,,0
LTE,605,3,4100,3868683,0,10.123,36.814,1000,1,1,,,0
GSM,605,3,119,16001,0,10.123,36.814,1000,1,1,,,0
LTE,605,1,10017,51982,0,10.127,36.814,1000,1,1,,,0
GSM,605,2,416,56812,0,10.129,36.814,1000,1,1,,,0
UMTS,605,3,2100,655953,0,10.129,36.814,1000,1,1,,,0
GSM,605,3,1143,17993,0,10.129,36.814,1000,1,1,,,0
GSM,605,3,1143,17999,0,10.129,36.814,1000,1,1,,,0
UMTS,605,2,1020,904325,0,10.129,36.814,1000,1,1,,,0
GSM,605,3,1143,10242,0,10.129,36.814,1000,1,1,,,0
GSM,605,3,1143,17991,0,10.129,36.814,1000,1,1,,,0
GSM,605,3,1143,15569,0,10.129,36.814,1000,1,1,,,0
UMTS,605,3,2100,685958,0,10.13,36.814,1000,1,1,,,0
UMTS,605,1,10017,7275134,0,10.12,36.814,1000,1,1,,,0
UMTS,605,1,10017,7275117,0,10.121,36.814,1000,1,1,,,0
LTE,605,2,136,11553281,0,10.121,36.814,1000,1,1,,,0
UMTS,605,1,10017,7275120,0,10.125,36.814,1000,1,1,,,0
UMTS,605,3,2100,656612,0,10.123,36.815,1000,1,1,,,0
GSM,605,1,10017,1076,0,10.13,36.815,1000,1,1,,,0
UMTS,605,2,136,198567,0,10.125,36.815,1000,1,1,,,0
GSM,605,2,416,51302,0,10.123,36.815,1000,1,1,,,0
LTE,605,3,4100,3865089,0,10.122,36.815,1000,1,1,,,0
LTE,605,3,4100,3893004,0,10.122,36.815,1000,1,1,,,0
LTE,605,3,4100,3912716,0,10.121,36.815,1000,1,1,,,0
UMTS,605,1,10017,7279806,0,10.125,36.815,1000,1,1,,,0
LTE,605,2,136,11553301,0,10.122,36.815,1000,1,1,,,0
LTE,605,3,4100,4042252,0,10.122,36.816,1000,1,1,,,0
LTE,605,3,4100,3957003,0,10.126,36.816,1000,1,1,,,0
LTE,605,2,136,11528962,0,10.121,36.816,1000,1,1,,,0
UMTS,605,1,10017,7277051,0,10.129,36.816,1000,1,1,,,0
LTE,605,2,240,11584002,0,10.122,36.816,1000,1,1,,,0
UMTS,605,2,136,254496,0,10.122,36.816,1000,1,1,,,0
UMTS,605,2,136,204490,0,10.122,36.816,1000,1,1,,,0
UMTS,605,2,136,197912,0,10.123,36.816,1000,1,1,,,0
UMTS,605,3,2100,656382,0,10.123,36.816,1000,1,1,,,0
UMTS,605,3,2100,686023,0,10.123,36.816,1000,1,1,,,0
UMTS,605,1,10017,7276535,0,10.125,36.816,1000,1,1,,,0
UMTS,605,3,2100,656021,0,10.125,36.816,1000,1,1,,,0
UMTS,605,3,2100,655958,0,10.127,36.816,1000,1,1,,,0
UMTS,605,1,10017,7276532,0,10.129,36.816,1000,1,1,,,0
GSM,605,2,418,52351,0,10.128,36.816,1154,1,1,,,0
LTE,605,2,136,11569932,0,10.129,36.816,1000,1,1,,,0
UMTS,605,3,2100,656672,0,10.125,36.816,1127,1,1,,,0
LTE,605,1,10017,65288,0,10.127,36.816,1000,1,1,,,0
LTE,605,1,10017,51977,0,10.127,36.816,1000,1,1,,,0
GSM,605,2,416,51953,0,10.128,36.816,1966,1,1,,,0
LTE,605,2,136,11553291,0,10.123,36.816,1000,1,1,,,0
GSM,605,1,10017,2033,0,10.124,36.816,1000,1,1,,,0
GSM,605,3,1143,17322,0,10.123,36.817,1000,1,1,,,0
GSM,605,3,1143,17309,0,10.124,36.817,1000,1,1,,,0
UMTS,605,1,10017,7276529,0,10.127,36.817,1000,1,1,,,0
LTE,605,1,10017,65285,0,10.127,36.817,1000,1,1,,,0
LTE,605,1,10017,51971,0,10.127,36.817,1000,1,1,,,0
LTE,605,3,4102,3868683,0,10.123,36.817,1000,1,1,,,0
GSM,605,2,416,51301,0,10.126,36.817,1000,1,1,,,0
LTE,605,1,10017,65385,0,10.127,36.817,1000,1,1,,,0
LTE,605,1,10017,51974,0,10.125,36.817,3144,1,1,,,0
LTE,605,3,4102,3912716,0,10.124,36.817,1000,1,1,,,0
UMTS,605,2,136,197909,0,10.123,36.817,1000,1,1,,,0
UMTS,605,2,136,248567,0,10.126,36.817,1000,1,1,,,0
UMTS,605,1,10017,7275556,0,10.127,36.817,2111,1,1,,,0
UMTS,605,3,2100,656611,0,10.12,36.817,1000,1,1,,,0
GSM,605,3,103,17322,0,10.125,36.817,1000,1,1,,,0
UMTS,605,3,2100,656387,0,10.125,36.817,1000,1,1,,,0
LTE,605,2,1020,11580171,0,10.125,36.817,1000,1,1,,,0
GSM,605,3,1143,17303,0,10.126,36.817,1000,1,1,,,0
UMTS,605,2,136,248967,0,10.126,36.817,1000,1,1,,,0
UMTS,605,2,136,904327,0,10.126,36.817,1000,1,1,,,0
UMTS,605,3,2100,656026,0,10.126,36.817,1000,1,1,,,0
UMTS,605,2,136,854319,0,10.126,36.817,1000,1,1,,,0
UMTS,605,2,1020,198567,0,10.126,36.817,1000,1,1,,,0
UMTS,605,1,10016,27398,0,10.127,36.817,1000,1,1,,,0
UMTS,605,2,136,202000,0,10.13,36.817,1000,1,1,,,0
LTE,605,2,1020,11580161,0,10.126,36.818,1000,1,1,,,0
LTE,605,2,136,11694348,0,10.126,36.818,1000,1,1,,,0
LTE,605,2,136,11569943,0,10.127,36.818,1000,1,1,,,0
UMTS,605,1,10017,7277496,0,10.127,36.818,1000,1,1,,,0
LTE,605,3,4100,3919885,0,10.128,36.818,1000,1,1,,,0
GSM,605,3,103,17303,0,10.126,36.819,1000,1,1,,,0
UMTS,605,2,136,198564,0,10.127,36.819,1000,1,1,,,0
UMTS,605,2,136,247077,0,10.127,36.819,1000,1,1,,,0
UMTS,605,2,136,197915,0,10.127,36.819,1000,1,1,,,0
UMTS,605,3,2100,686673,0,10.127,36.819,1000,1,1,,,0
UMTS,605,1,10017,7276530,0,10.129,36.819,1000,1,1,,,0
UMTS,605,2,136,252007,0,10.129,36.819,1000,1,1,,,0
UMTS,605,2,250,197589,0,10.129,36.819,1000,1,1,,,0
UMTS,605,3,2100,695464,0,10.129,36.819,1000,1,1,,,0
UMTS,605,1,10017,7276527,0,10.13,36.819,1000,1,1,,,0
UMTS,605,1,10017,7276686,0,10.13,36.819,1000,1,1,,,0
UMTS,605,3,2100,686672,0,10.13,36.819,1000,1,1,,,0
GSM,605,1,10017,2036,0,10.125,36.819,1000,1,1,,,0
UMTS,605,1,10017,7281467,0,10.125,36.819,1000,1,1,,,0
UMTS,605,2,136,198561,0,10.128,36.819,1000,1,1,,,0
LTE,605,3,4100,3919884,0,10.13,36.819,1000,1,1,,,0
UMTS,605,1,10017,7281466,0,10.125,36.819,1000,1,1,,,0
GSM,605,2,416,51954,0,10.131,36.819,1000,1,1,,,0
GSM,605,3,1485,17302,0,10.131,36.819,1000,1,1,,,0
GSM,605,3,1485,18048,0,10.132,36.819,1000,1,1,,,0
GSM,605,3,1485,17308,0,10.132,36.819,1000,1,1,,,0
LTE,605,1,10017,16145,0,10.124,36.82,1000,1,1,,,0
LTE,605,1,10017,16142,0,10.124,36.82,1000,1,1,,,0
GSM,605,1,10017,632,0,10.12,36.82,1000,1,1,,,0
GSM,605,3,1143,17591,0,10.123,36.82,1000,1,1,,,0
LTE,605,2,136,11546626,0,10.125,36.82,1000,1,1,,,0
UMTS,605,1,10017,7276528,0,10.13,36.82,1000,1,1,,,0
GSM,605,1,10017,633,0,10.122,36.82,1000,1,1,,,0
GSM,605,3,103,15729,0,10.125,36.82,1000,1,1,,,0
UMTS,605,1,10011,7287146,0,10.13,36.82,1000,1,1,,,0
GSM,605,3,1116,10824,0,10.131,36.82,1000,1,1,,,0
LTE,605,1,10017,51973,0,10.131,36.82,1000,1,1,,,0
LTE,605,3,4100,3941901,0,10.137,36.808,1000,1,1,,,0
GSM,605,1,10017,1093,0,10.136,36.808,1000,1,1,,,0
UMTS,605,2,1020,852057,0,10.136,36.808,1000,1,1,,,0
UMTS,605,1,2100,656418,0,10.144,36.808,1000,1,1,,,0
UMTS,605,2,1020,902057,0,10.135,36.808,1120,1,1,,,0
LTE,605,3,4100,3941900,0,10.142,36.808,1000,1,1,,,0
UMTS,605,2,1020,855623,0,10.14,36.808,1000,1,1,,,0
UMTS,605,1,10017,7276431,0,10.143,36.808,1000,1,1,,,0
UMTS,605,3,2100,656526,0,10.142,36.808,1000,1,1,,,0
LTE,605,2,1020,11697941,0,10.134,36.808,1000,1,1,,,0
LTE,605,3,4100,3941890,0,10.138,36.809,1000,1,1,,,0
GSM,605,3,119,17083,0,10.137,36.809,1000,1,1,,,0
GSM,605,3,119,15267,0,10.133,36.809,1000,1,1,,,0
UMTS,605,1,10017,7276410,0,10.133,36.809,1000,1,1,,,0
UMTS,605,2,136,196694,0,10.133,36.809,1000,1,1,,,0
UMTS,605,2,250,203560,0,10.133,36.809,1000,1,1,,,0
GSM,605,3,119,15261,0,10.134,36.809,1000,1,1,,,0
UMTS,605,3,2100,817469,0,10.134,36.809,1000,1,1,,,0
GSM,605,3,1119,17973,0,10.137,36.809,1000,1,1,,,0
UMTS,605,1,10017,7280636,0,10.137,36.809,1000,1,1,,,0
LTE,605,1,10017,27908,0,10.137,36.809,1000,1,1,,,0
UMTS,605,2,136,200263,0,10.138,36.809,1000,1,1,,,0
UMTS,605,2,136,196693,0,10.141,36.809,1000,1,1,,,0
UMTS,605,1,10017,7276428,0,10.142,36.809,1000,1,1,,,0
UMTS,605,1,10017,7276566,0,10.142,36.809,1000,1,1,,,0
GSM,605,2,418,52343,0,10.144,36.809,1000,1,1,,,0
GSM,605,2,418,50081,0,10.144,36.809,1000,1,1,,,0
UMTS,605,1,10017,7275577,0,10.144,36.809,1000,1,1,,,0
UMTS,605,3,2100,656527,0,10.144,36.809,1000,1,1,,,0
UMTS,605,3,2106,227069,0,10.132,36.809,1000,1,1,,,0
UMTS,605,2,1020,852054,0,10.137,36.809,1000,1,1,,,0
UMTS,605,2,1020,855626,0,10.141,36.809,1000,1,1,,,0
LTE,605,1,10017,70158,0,10.133,36.809,1000,1,1,,,0
GSM,605,3,119,16002,0,10.137,36.809,1000,1,1,,,0
GSM,605,3,119,15577,0,10.137,36.809,1000,1,1,,,0
GSM,605,3,1119,15261,0,10.132,36.809,1000,1,1,,,0
UMTS,605,2,1020,855620,0,10.14,36.809,1000,1,1,,,0
GSM,605,3,1119,17081,0,10.142,36.809,1000,1,1,,,0
UMTS,605,3,2106,197069,0,10.133,36.81,1000,1,1,,,0
