radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,605,1,10011,7275590,0,10.139,36.81,1000,1,1,,,0
UMTS,605,3,2100,655821,0,10.134,36.81,1000,1,1,,,0
GSM,605,3,1119,17971,0,10.139,36.81,1000,1,1,,,0
UMTS,605,3,2100,686801,0,10.14,36.81,1000,1,1,,,0
GSM,605,3,1119,17977,0,10.14,36.81,1000,1,1,,,0
UMTS,605,2,136,196691,0,10.133,36.81,1000,1,1,,,0
UMTS,605,1,10017,7276432,0,10.137,36.81,1000,1,1,,,0
GSM,605,3,1116,15643,0,10.137,36.81,1000,1,1,,,0
UMTS,605,1,10017,7275590,0,10.138,36.81,1000,1,1,,,0
UMTS,605,1,10011,7276429,0,10.14,36.81,1000,1,1,,,0
UMTS,605,1,10011,7275028,0,10.14,36.81,1000,1,1,,,0
UMTS,605,2,136,200264,0,10.14,36.81,1000,1,1,,,0
UMTS,605,3,2100,656806,0,10.14,36.81,1000,1,1,,,0
UMTS,605,3,2100,686523,0,10.141,36.81,1000,1,1,,,0
GSM,605,1,10017,1933,0,10.142,36.81,1000,1,1,,,0
UMTS,605,2,136,248956,0,10.144,36.81,1000,1,1,,,0
UMTS,605,1,10011,7276428,0,10.14,36.81,1000,1,1,,,0
UMTS,605,1,10011,7276432,0,10.14,36.81,1000,1,1,,,0
GSM,605,3,1119,15267,0,10.133,36.811,1000,1,1,,,0
UMTS,605,3,2100,686532,0,10.139,36.811,1000,1,1,,,0
GSM,605,1,10017,1931,0,10.136,36.811,1000,1,1,,,0
GSM,605,3,103,15649,0,10.14,36.811,1000,1,1,,,0
UMTS,605,3,2106,198049,0,10.142,36.811,1000,1,1,,,0
UMTS,605,3,2100,685942,0,10.143,36.811,1000,1,1,,,0
UMTS,605,3,2100,688827,0,10.143,36.811,1000,1,1,,,0
LTE,605,3,4100,3864835,0,10.142,36.811,1000,1,1,,,0
GSM,605,2,418,50084,0,10.143,36.811,1000,1,1,,,0
GSM,605,2,418,53651,0,10.144,36.812,1000,1,1,,,0
UMTS,605,3,2100,685943,0,10.142,36.812,1000,1,1,,,0
UMTS,605,3,418,53653,0,10.137,36.812,1000,1,1,,,0
GSM,605,1,10017,1075,0,10.135,36.812,1000,1,1,,,0
UMTS,605,3,2106,197780,0,10.135,36.812,1000,1,1,,,0
GSM,605,3,1143,17998,0,10.138,36.812,1000,1,1,,,0
UMTS,605,3,2100,655948,0,10.142,36.812,1000,1,1,,,0
UMTS,605,1,10011,7276427,0,10.143,36.812,1000,1,1,,,0
UMTS,605,3,2106,197781,0,10.133,36.812,1000,1,1,,,0
GSM,605,2,418,54276,0,10.134,36.812,1000,1,1,,,0
UMTS,605,2,1020,854323,0,10.137,36.812,1000,1,1,,,0
UMTS,605,1,10017,7276429,0,10.138,36.812,1000,1,1,,,0
UMTS,605,2,136,246695,0,10.138,36.812,1000,1,1,,,0
UMTS,605,2,1020,855621,0,10.138,36.812,1000,1,1,,,0
UMTS,605,2,1020,852049,0,10.138,36.812,1000,1,1,,,0
UMTS,605,2,136,206009,0,10.14,36.812,1000,1,1,,,0
UMTS,605,2,1020,855619,0,10.14,36.812,1000,1,1,,,0
UMTS,605,2,136,200261,0,10.141,36.812,1000,1,1,,,0
LTE,605,1,10017,49414,0,10.141,36.812,1000,1,1,,,0
UMTS,605,2,136,196692,0,10.142,36.812,1000,1,1,,,0
UMTS,605,2,1020,852052,0,10.144,36.812,1000,1,1,,,0
UMTS,605,1,10017,7276430,0,10.144,36.812,1000,1,1,,,0
UMTS,605,1,10017,7276433,0,10.143,36.812,1000,1,1,,,0
GSM,605,3,103,15562,0,10.137,36.812,1000,1,1,,,0
UMTS,605,3,2100,656537,0,10.136,36.812,1000,1,1,,,0
UMTS,605,1,10017,7281470,0,10.139,36.812,1000,1,1,,,0
UMTS,605,3,2100,655943,0,10.144,36.812,1000,1,1,,,0
UMTS,605,3,2100,686537,0,10.136,36.812,1000,1,1,,,0
UMTS,605,3,2100,656532,0,10.135,36.813,1000,1,1,,,0
LTE,605,1,10017,27397,0,10.132,36.813,1000,1,1,,,0
GSM,605,3,103,15568,0,10.137,36.813,1000,1,1,,,0
UMTS,605,2,136,252886,0,10.136,36.813,1000,1,1,,,0
UMTS,605,1,10017,7275568,0,10.136,36.813,1000,1,1,,,0
GSM,605,2,416,56272,0,10.137,36.813,1000,1,1,,,0
UMTS,605,3,2100,686531,0,10.137,36.813,1000,1,1,,,0
UMTS,605,3,2100,656536,0,10.137,36.813,1000,1,1,,,0
GSM,605,3,1143,15568,0,10.137,36.813,1000,1,1,,,0
GSM,605,2,416,56271,0,10.137,36.813,1000,1,1,,,0
UMTS,605,2,1020,905627,0,10.137,36.813,1000,1,1,,,0
UMTS,605,2,136,202886,0,10.137,36.813,1000,1,1,,,0
UMTS,605,2,136,200884,0,10.14,36.813,1000,1,1,,,0
UMTS,605,2,136,200880,0,10.144,36.813,1000,1,1,,,0
GSM,605,3,1143,17992,0,10.135,36.813,1000,1,1,,,0
UMTS,605,1,10017,7276586,0,10.143,36.813,1000,1,1,,,0
UMTS,605,3,2100,686536,0,10.133,36.814,1000,1,1,,,0
GSM,605,3,1116,15641,0,10.142,36.814,1000,1,1,,,0
UMTS,605,2,136,196689,0,10.138,36.814,1000,1,1,,,0
GSM,605,1,10017,1786,0,10.14,36.814,1000,1,1,,,0
UMTS,605,3,2100,686557,0,10.14,36.814,1000,1,1,,,0
UMTS,605,2,136,253435,0,10.14,36.814,1000,1,1,,,0
GSM,605,3,1116,17218,0,10.14,36.814,1000,1,1,,,0
UMTS,605,3,2119,197800,0,10.144,36.814,1000,1,1,,,0
UMTS,605,3,2119,197189,0,10.144,36.814,1000,1,1,,,0
UMTS,605,3,2119,197191,0,10.144,36.814,1000,1,1,,,0
GSM,605,3,1116,15647,0,10.144,36.814,1000,1,1,,,0
UMTS,605,2,136,200882,0,10.144,36.814,1000,1,1,,,0
UMTS,605,2,1020,857363,0,10.144,36.815,1000,1,1,,,0
UMTS,605,3,2100,655952,0,10.134,36.816,1000,1,1,,,0
UMTS,605,2,136,202882,0,10.136,36.816,1000,1,1,,,0
UMTS,605,2,136,202883,0,10.138,36.816,1000,1,1,,,0
UMTS,605,2,136,200883,0,10.141,36.816,1000,1,1,,,0
UMTS,605,3,2100,686552,0,10.144,36.816,1000,1,1,,,0
GSM,605,2,418,54273,0,10.144,36.816,1000,1,1,,,0
GSM,605,3,1116,17212,0,10.144,36.816,1000,1,1,,,0
UMTS,605,2,1020,856242,0,10.144,36.816,1000,1,1,,,0
LTE,605,3,1604,605712,0,10.143,36.816,1000,1,1,,,0
UMTS,605,3,2100,658822,0,10.143,36.817,1000,1,1,,,0
LTE,605,1,10017,45570,0,10.143,36.817,1000,1,1,,,0
UMTS,605,3,2100,656557,0,10.143,36.817,1000,1,1,,,0
UMTS,605,3,2100,661323,0,10.144,36.817,1065,1,1,,,0
UMTS,605,2,1020,854315,0,10.143,36.817,1000,1,1,,,0
UMTS,605,1,10017,7276280,0,10.142,36.817,1000,1,1,,,0
GSM,605,2,418,54272,0,10.142,36.817,1000,1,1,,,0
UMTS,605,1,10011,7276278,0,10.144,36.817,1000,1,1,,,0
UMTS,605,2,1020,856239,0,10.144,36.817,1000,1,1,,,0
UMTS,605,3,2100,686558,0,10.143,36.817,1000,1,1,,,0
UMTS,605,3,2100,695467,0,10.143,36.817,1000,1,1,,,0
UMTS,605,1,2100,883,0,10.143,36.817,1000,1,1,,,0
UMTS,605,1,2100,1785,0,10.143,36.817,1000,1,1,,,0
UMTS,605,3,2100,656552,0,10.144,36.818,1177,1,1,,,0
LTE,605,1,10017,45571,0,10.142,36.818,1000,1,1,,,0
UMTS,605,2,4100,3865100,0,10.136,36.818,1000,1,1,,,0
LTE,605,3,4100,3865100,0,10.136,36.818,1000,1,1,,,0
LTE,605,2,1020,11657986,0,10.142,36.818,1000,1,1,,,0
LTE,605,3,4100,3906839,0,10.142,36.818,1000,1,1,,,0
UMTS,605,3,2100,655941,0,10.14,36.819,1000,1,1,,,0
UMTS,605,1,10017,7277019,0,10.137,36.819,1000,1,1,,,0
UMTS,605,1,10017,7277022,0,10.137,36.819,1000,1,1,,,0
UMTS,605,1,10017,7275379,0,10.138,36.819,1000,1,1,,,0
UMTS,605,3,2100,685941,0,10.138,36.819,1000,1,1,,,0
UMTS,605,1,10017,7277021,0,10.141,36.819,1000,1,1,,,0
UMTS,605,3,2100,686553,0,10.141,36.819,1000,1,1,,,0
GSM,605,3,1143,15728,0,10.144,36.819,1000,1,1,,,0
LTE,605,1,10017,45572,0,10.141,36.819,1000,1,1,,,0
UMTS,605,3,2100,656553,0,10.141,36.819,1000,1,1,,,0
UMTS,605,1,10011,7275379,0,10.143,36.819,1000,1,1,,,0
UMTS,605,2,1020,857360,0,10.141,36.819,1000,1,1,,,0
GSM,605,2,416,51951,0,10.134,36.819,2272,1,1,,,0
LTE,605,2,1020,11531789,0,10.134,36.819,1000,1,1,,,0
UMTS,605,2,1020,857366,0,10.141,36.819,1000,1,1,,,0
UMTS,605,3,2100,656558,0,10.141,36.819,1164,1,1,,,0
LTE,605,2,136,11569941,0,10.132,36.819,1000,1,1,,,0
LTE,605,3,4156,3928332,0,10.138,36.82,1000,1,1,,,0
LTE,605,2,1020,11657996,0,10.14,36.82,1000,1,1,,,0
UMTS,605,2,136,248565,0,10.132,36.82,1000,1,1,,,0
UMTS,605,3,2100,656677,0,10.132,36.82,1000,1,1,,,0
UMTS,605,2,136,202004,0,10.133,36.82,1000,1,1,,,0
GSM,605,3,1116,10820,0,10.136,36.82,1000,1,1,,,0
GSM,605,3,1143,17308,0,10.133,36.82,1000,1,1,,,0
UMTS,605,1,10017,7277025,0,10.133,36.82,1000,1,1,,,0
UMTS,605,1,10017,7281717,0,10.133,36.82,1000,1,1,,,0
UMTS,605,1,10017,7281720,0,10.133,36.82,1000,1,1,,,0
UMTS,605,2,136,198559,0,10.133,36.82,1000,1,1,,,0
UMTS,605,2,136,198562,0,10.133,36.82,1000,1,1,,,0
UMTS,605,2,136,198565,0,10.133,36.82,1000,1,1,,,0
UMTS,605,3,2100,665468,0,10.133,36.82,1000,1,1,,,0
UMTS,605,3,2100,685951,0,10.134,36.82,1000,1,1,,,0
GSM,605,3,1116,10821,0,10.134,36.82,1000,1,1,,,0
GSM,605,1,10017,2521,0,10.136,36.82,1000,1,1,,,0
GSM,605,1,10017,7221,0,10.136,36.82,1000,1,1,,,0
UMTS,605,2,136,202001,0,10.136,36.82,1000,1,1,,,0
UMTS,605,3,2100,656413,0,10.148,36.808,1000,1,1,,,0
UMTS,605,2,136,201821,0,10.149,36.808,1000,1,1,,,0
UMTS,605,3,2119,197659,0,10.149,36.808,1000,1,1,,,0
GSM,605,1,10017,7451,0,10.149,36.808,1000,1,1,,,0
GSM,605,3,1119,17381,0,10.146,36.809,1000,1,1,,,0
LTE,605,3,4100,3897367,0,10.148,36.809,1000,1,1,,,0
UMTS,605,1,10017,7275578,0,10.145,36.809,1000,1,1,,,0
UMTS,605,2,136,248957,0,10.145,36.809,1000,1,1,,,0
GSM,605,2,418,55216,0,10.147,36.809,1000,1,1,,,0
GSM,605,2,418,52342,0,10.147,36.809,1000,1,1,,,0
UMTS,605,2,136,200260,0,10.148,36.809,1000,1,1,,,0
UMTS,605,2,136,197404,0,10.148,36.809,1000,1,1,,,0
LTE,605,3,4100,3897357,0,10.148,36.809,1000,1,1,,,0
UMTS,605,1,10017,7280576,0,10.148,36.809,1000,1,1,,,0
GSM,605,2,418,50796,0,10.149,36.809,1000,1,1,,,0
GSM,605,2,418,50082,0,10.149,36.809,1000,1,1,,,0
UMTS,605,1,10017,7281947,0,10.149,36.809,1000,1,1,,,0
GSM,605,3,1119,17059,0,10.149,36.809,1000,1,1,,,0
UMTS,605,2,1020,852767,0,10.149,36.809,1000,1,1,,,0
UMTS,605,2,134,71522,0,10.151,36.809,1000,1,1,,,0
UMTS,605,2,136,198862,0,10.151,36.809,1000,1,1,,,0
UMTS,605,2,136,201819,0,10.152,36.809,1000,1,1,,,0
UMTS,605,3,2100,686416,0,10.152,36.809,1000,1,1,,,0
UMTS,605,2,136,247406,0,10.155,36.809,1000,1,1,,,0
GSM,605,2,418,52263,0,10.155,36.809,1000,1,1,,,0
UMTS,605,2,1020,854237,0,10.155,36.809,1000,1,1,,,0
UMTS,605,2,1020,854230,0,10.155,36.809,1000,1,1,,,0
UMTS,605,2,1020,852122,0,10.155,36.809,1000,1,1,,,0
UMTS,605,2,1020,904236,0,10.155,36.809,1000,1,1,,,0
GSM,605,2,418,52266,0,10.155,36.809,1000,1,1,,,0
UMTS,605,2,1020,852119,0,10.155,36.809,1000,1,1,,,0
UMTS,605,2,1020,904237,0,10.155,36.809,1000,1,1,,,0
UMTS,605,1,10017,7276277,0,10.15,36.809,1000,1,1,,,0
GSM,605,2,418,52265,0,10.156,36.809,1000,1,1,,,0
UMTS,605,3,2100,656416,0,10.151,36.809,1000,1,1,,,0
UMTS,605,1,2100,1893,0,10.155,36.809,1000,1,1,,,0
UMTS,605,2,136,197403,0,10.156,36.809,1000,1,1,,,0
LTE,605,2,1020,11569421,0,10.155,36.81,1000,1,1,,,0
LTE,605,2,1020,11540237,0,10.153,36.81,1000,1,1,,,0
UMTS,605,3,2100,688826,0,10.154,36.81,1000,1,1,,,0
UMTS,605,3,2100,686521,0,10.145,36.81,1000,1,1,,,0
UMTS,605,2,1020,857187,0,10.147,36.81,1000,1,1,,,0
UMTS,605,2,1020,852764,0,10.152,36.81,1000,1,1,,,0
GSM,605,3,119,17057,0,10.154,36.81,1000,1,1,,,0
UMTS,605,3,2100,658826,0,10.155,36.81,1000,1,1,,,0
UMTS,605,1,10017,7276678,0,10.155,36.81,1000,1,1,,,0
LTE,605,2,1020,11540236,0,10.155,36.81,1000,1,1,,,0
UMTS,605,2,136,197400,0,10.153,36.81,1000,1,1,,,0
UMTS,605,1,10017,7276402,0,10.154,36.81,1000,1,1,,,0
UMTS,605,1,10011,7276495,0,10.147,36.81,1064,1,1,,,0
UMTS,605,2,136,198951,0,10.147,36.81,1000,1,1,,,0
UMTS,605,2,1020,857184,0,10.147,36.81,1000,1,1,,,0
UMTS,605,2,1020,854316,0,10.147,36.81,1000,1,1,,,0
UMTS,605,2,1020,854313,0,10.148,36.81,1000,1,1,,,0
GSM,605,2,418,50794,0,10.151,36.81,1000,1,1,,,0
LTE,605,2,136,11644417,0,10.151,36.81,1000,1,1,,,0
UMTS,605,3,2119,230069,0,10.152,36.81,1000,1,1,,,0
UMTS,605,1,10017,7281950,0,10.152,36.81,1000,1,1,,,0
GSM,605,1,10006,283,0,10.152,36.81,1000,1,1,,,0
UMTS,605,2,136,198853,0,10.153,36.81,1000,1,1,,,0
UMTS,605,3,2100,656411,0,10.153,36.81,1000,1,1,,,0
UMTS,605,2,1020,902766,0,10.153,36.81,1000,1,1,,,0
UMTS,605,2,1020,858180,0,10.153,36.81,1000,1,1,,,0
UMTS,605,1,10017,7274747,0,10.155,36.81,1000,1,1,,,0
UMTS,605,2,136,202820,0,10.155,36.81,1000,1,1,,,0
UMTS,605,2,135,132564,0,10.155,36.81,1000,1,1,,,0
GSM,605,2,418,52341,0,10.155,36.81,1000,1,1,,,0
GSM,605,3,1116,10828,0,10.155,36.81,1000,1,1,,,0
UMTS,605,2,1020,853837,0,10.154,36.811,3603,1,1,,,0
UMTS,605,2,136,197401,0,10.151,36.811,1000,1,1,,,0
UMTS,605,3,2100,656801,0,10.144,36.811,1000,1,1,,,0
UMTS,605,2,1020,907366,0,10.152,36.811,1289,1,1,,,0
LTE,605,3,4100,3949324,0,10.155,36.811,1000,1,1,,,0
LTE,605,1,10017,49412,0,10.147,36.812,1000,1,1,,,0
UMTS,605,2,136,197402,0,10.153,36.812,1000,1,1,,,0
LTE,605,3,4100,3907087,0,10.151,36.812,1000,1,1,,,0
UMTS,605,3,2100,658827,0,10.148,36.812,1000,1,1,,,0
UMTS,605,2,1020,908186,0,10.154,36.812,1000,1,1,,,0
UMTS,605,2,136,198949,0,10.145,36.812,1000,1,1,,,0
UMTS,605,2,136,247407,0,10.145,36.812,1000,1,1,,,0
UMTS,605,3,2100,658821,0,10.152,36.812,1000,1,1,,,0
UMTS,605,1,10011,7287567,0,10.153,36.812,1000,1,1,,,0
UMTS,605,2,1020,852759,0,10.156,36.812,1000,1,1,,,0
GSM,605,3,1119,17387,0,10.15,36.812,1135,1,1,,,0
UMTS,605,3,2100,658823,0,10.152,36.812,2359,1,1,,,0
UMTS,605,1,10017,7276435,0,10.145,36.812,1000,1,1,,,0
UMTS,605,3,2100,688822,0,10.147,36.812,1000,1,1,,,0
UMTS,605,2,1020,902765,0,10.155,36.813,1000,1,1,,,0
LTE,605,3,4100,3906837,0,10.145,36.813,1000,1,1,,,0
UMTS,605,3,2106,197190,0,10.145,36.813,1000,1,1,,,0
UMTS,605,1,10017,7276427,0,10.144,36.813,1000,1,1,,,0
LTE,605,3,4100,3907094,0,10.145,36.813,1000,1,1,,,0
UMTS,605,2,136,198955,0,10.145,36.813,1000,1,1,,,0
UMTS,605,2,1020,854309,0,10.145,36.813,1000,1,1,,,0
UMTS,605,2,1020,854314,0,10.145,36.813,1000,1,1,,,0
UMTS,605,2,1020,854312,0,10.145,36.813,1000,1,1,,,0
UMTS,605,2,136,248955,0,10.147,36.813,1000,1,1,,,0
GSM,605,2,418,50791,0,10.153,36.813,1000,1,1,,,0
UMTS,605,3,2100,658828,0,10.153,36.813,1000,1,1,,,0
UMTS,605,1,10017,7281567,0,10.145,36.813,1652,1,1,,,0
GSM,605,3,103,15648,0,10.147,36.813,1000,1,1,,,0
UMTS,605,3,2106,197799,0,10.148,36.813,1000,1,1,,,0
UMTS,605,3,2100,665793,0,10.155,36.813,1000,1,1,,,0
UMTS,605,3,2100,655947,0,10.146,36.813,1000,1,1,,,0
LTE,605,3,4100,3897365,0,10.146,36.813,1000,1,1,,,0
LTE,605,3,4100,3907074,0,10.149,36.814,1000,1,1,,,0
UMTS,605,2,136,198952,0,10.149,36.814,1000,1,1,,,0
UMTS,605,3,2100,655942,0,10.146,36.814,1000,1,1,,,0
UMTS,605,2,1020,852762,0,10.155,36.814,1000,1,1,,,0
GSM,605,3,1489,15277,0,10.155,36.814,1000,1,1,,,0
UMTS,605,1,10017,7280076,0,10.151,36.814,1319,1,1,,,0
UMTS,605,3,2100,691323,0,10.148,36.814,1000,1,1,,,0
GSM,605,1,10006,1893,0,10.151,36.814,2466,1,1,,,0
LTE,605,3,4100,3949334,0,10.155,36.814,1000,1,1,,,0
UMTS,605,3,2100,686411,0,10.152,36.814,1000,1,1,,,0
LTE,605,3,4100,3897355,0,10.153,36.814,1000,1,1,,,0
LTE,605,3,4100,3907093,0,10.155,36.814,1000,1,1,,,0
GSM,605,1,10017,55813,0,10.153,36.814,1000,1,1,,,0
GSM,605,1,10017,9989,0,10.153,36.814,1000,1,1,,,0
LTE,605,2,1020,11528461,0,10.155,36.814,1000,1,1,,,0
UMTS,605,1,10017,7280086,0,10.147,36.814,1000,1,1,,,0
UMTS,605,1,10017,7276376,0,10.147,36.814,1000,1,1,,,0
GSM,605,1,10017,2183,0,10.148,36.814,1000,1,1,,,0
UMTS,605,1,10011,7276281,0,10.149,36.814,1000,1,1,,,0
UMTS,605,2,1020,908187,0,10.149,36.814,1000,1,1,,,0
GSM,605,3,103,17102,0,10.151,36.814,1000,1,1,,,0
UMTS,605,1,10011,7276680,0,10.151,36.814,1000,1,1,,,0
UMTS,605,3,2100,661327,0,10.151,36.814,1000,1,1,,,0
GSM,605,2,418,51425,0,10.153,36.814,1000,1,1,,,0
UMTS,605,2,136,196941,0,10.155,36.814,1000,1,1,,,0
UMTS,605,2,1020,852304,0,10.155,36.814,1000,1,1,,,0
LTE,605,1,10017,9475,0,10.155,36.814,1000,1,1,,,0
UMTS,605,2,1020,902307,0,10.155,36.814,1000,1,1,,,0
UMTS,605,2,1020,858187,0,10.148,36.814,1000,1,1,,,0
UMTS,605,2,1020,858184,0,10.15,36.814,1000,1,1,,,0
LTE,605,2,1020,11528451,0,10.153,36.814,1000,1,1,,,0
UMTS,605,3,2100,661322,0,10.155,36.814,1000,1,1,,,0
UMTS,605,3,2106,202570,0,10.155,36.814,1000,1,1,,,0
UMTS,605,3,2100,655946,0,10.145,36.815,1000,1,1,,,0
GSM,605,1,10017,55812,0,10.153,36.815,1000,1,1,,,0
LTE,605,1,10017,55814,0,10.151,36.815,1000,1,1,,,0
LTE,605,3,4100,3907075,0,10.151,36.815,1000,1,1,,,0
UMTS,605,3,2106,200071,0,10.152,36.815,1000,1,1,,,0
UMTS,605,2,136,196944,0,10.152,36.815,1000,1,1,,,0
GSM,605,3,103,17383,0,10.152,36.815,1000,1,1,,,0
UMTS,605,2,1020,903396,0,10.154,36.815,1000,1,1,,,0
UMTS,605,3,2100,656551,0,10.147,36.815,1000,1,1,,,0
LTE,605,1,10017,45573,0,10.145,36.815,1000,1,1,,,0
LTE,605,3,4100,3907085,0,10.152,36.815,1000,1,1,,,0
GSM,605,3,1489,17381,0,10.155,36.815,1000,1,1,,,0
LTE,605,2,1020,11592715,0,10.155,36.815,1349,1,1,,,0
UMTS,605,3,2100,656556,0,10.145,36.815,1000,1,1,,,0
UMTS,605,2,136,200879,0,10.145,36.815,1000,1,1,,,0
GSM,605,2,418,50336,0,10.147,36.815,1000,1,1,,,0
LTE,605,2,1020,11579905,0,10.148,36.815,1000,1,1,,,0
UMTS,605,2,136,197399,0,10.153,36.815,1000,1,1,,,0
GSM,605,3,1116,17102,0,10.155,36.815,1000,1,1,,,0
UMTS,605,3,2100,686551,0,10.146,36.815,1000,1,1,,,0
GSM,605,3,1119,17051,0,10.15,36.815,1322,1,1,,,0
UMTS,605,3,2100,688823,0,10.154,36.816,1000,1,1,,,0
GSM,605,3,1489,17057,0,10.154,36.816,1000,1,1,,,0
UMTS,605,2,1020,856245,0,10.145,36.816,1000,1,1,,,0
UMTS,605,1,10017,7276281,0,10.147,36.816,1000,1,1,,,0
UMTS,605,2,1020,11522049,0,10.147,36.816,1000,1,1,,,0
LTE,605,2,1020,11629313,0,10.147,36.816,1000,1,1,,,0
UMTS,605,2,1020,906245,0,10.147,36.816,1000,1,1,,,0
GSM,605,2,418,54275,0,10.148,36.816,1000,1,1,,,0
GSM,605,2,418,56213,0,10.148,36.816,1000,1,1,,,0
GSM,605,2,418,56212,0,10.148,36.816,1000,1,1,,,0
GSM,605,2,418,50333,0,10.148,36.816,1000,1,1,,,0
UMTS,605,2,1020,858182,0,10.153,36.816,1000,1,1,,,0
UMTS,605,2,136,198033,0,10.154,36.816,1206,1,1,,,0
GSM,605,3,1489,17051,0,10.154,36.816,1000,1,1,,,0
UMTS,605,3,2100,661328,0,10.146,36.816,1000,1,1,,,0
UMTS,605,2,1020,852765,0,10.154,36.816,1000,1,1,,,0
UMTS,605,2,240,134987,0,10.156,36.816,1000,1,1,,,0
UMTS,605,2,1020,853391,0,10.153,36.817,1000,1,1,,,0
UMTS,605,3,2100,665458,0,10.153,36.817,1745,1,1,,,0
UMTS,605,2,1020,908185,0,10.153,36.817,1000,1,1,,,0
GSM,605,2,418,54271,0,10.145,36.817,1000,1,1,,,0
GSM,605,2,418,54274,0,10.145,36.817,1000,1,1,,,0
UMTS,605,3,2100,691321,0,10.147,36.817,1000,1,1,,,0
UMTS,605,3,2100,661326,0,10.146,36.817,1000,1,1,,,0
GSM,605,3,1489,16718,0,10.153,36.817,1000,1,1,,,0
UMTS,605,3,2100,661321,0,10.146,36.817,1000,1,1,,,0
UMTS,605,1,10017,7274891,0,10.152,36.817,1000,1,1,,,0
UMTS,605,2,136,198540,0,10.153,36.817,1000,1,1,,,0
LTE,605,3,4100,4004098,0,10.153,36.818,1000,1,1,,,0
GSM,605,3,1489,11874,0,10.152,36.818,1000,1,1,,,0
LTE,605,2,1020,11702541,0,10.152,36.818,1000,1,1,,,0
LTE,605,2,1020,11540235,0,10.152,36.818,1000,1,1,,,0
GSM,605,1,10017,373,0,10.15,36.818,1634,1,1,,,0
UMTS,605,3,2100,656562,0,10.152,36.819,1000,1,1,,,0
UMTS,605,3,2100,656567,0,10.152,36.819,1000,1,1,,,0
GSM,605,3,1119,17057,0,10.152,36.819,1000,1,1,,,0
LTE,605,3,4100,3907330,0,10.152,36.819,1000,1,1,,,0
UMTS,605,3,2119,227669,0,10.148,36.819,1000,1,1,,,0
UMTS,605,2,1020,853396,0,10.152,36.819,1000,1,1,,,0
LTE,605,1,10017,12293,0,10.15,36.82,22337,1,1,,,0
LTE,605,3,4100,3907350,0,10.151,36.82,1000,1,1,,,0
UMTS,605,1,10017,7276683,0,10.149,36.82,1000,1,1,,,0
UMTS,605,2,136,248036,0,10.151,36.82,1000,1,1,,,0
UMTS,605,3,2100,686562,0,10.151,36.82,1000,1,1,,,0
UMTS,605,2,1020,853394,0,10.151,36.82,1000,1,1,,,0
UMTS,605,2,136,247405,0,10.152,36.82,1000,1,1,,,0
UMTS,605,3,2100,657892,0,10.161,36.808,1000,1,1,,,0
LTE,605,3,4100,3849485,0,10.159,36.808,1000,1,1,,,0
LTE,605,3,4100,3853058,0,10.166,36.808,1000,1,1,,,0
LTE,605,1,10006,266,0,10.16,36.808,1000,1,1,,,0
UMTS,605,3,2157,659032,0,10.165,36.808,1000,1,1,,,0
GSM,605,2,418,52851,0,10.157,36.808,1000,1,1,,,0
UMTS,605,1,10001,72900,0,10.164,36.808,1000,1,1,,,0
UMTS,605,3,2123,230649,0,10.167,36.808,1000,1,1,,,0
UMTS,605,3,2100,657891,0,10.161,36.808,1000,1,1,,,0
UMTS,605,2,1020,853901,0,10.159,36.809,1000,1,1,,,0
UMTS,605,1,10006,67432,0,10.156,36.809,1000,1,1,,,0
GSM,605,3,1119,15274,0,10.159,36.809,1000,1,1,,,0
UMTS,605,2,1020,853902,0,10.161,36.809,1000,1,1,,,0
LTE,605,3,4100,3849484,0,10.157,36.809,1000,1,1,,,0
UMTS,605,2,134,67469,0,10.159,36.809,1000,1,1,,,0
UMTS,605,1,10006,67427,0,10.16,36.809,1000,1,1,,,0
UMTS,605,3,2100,688821,0,10.156,36.809,1000,1,1,,,0
UMTS,605,2,1020,852763,0,10.156,36.809,1000,1,1,,,0
UMTS,605,3,2100,695791,0,10.156,36.809,1000,1,1,,,0
UMTS,605,2,1020,904815,0,10.156,36.809,1000,1,1,,,0
UMTS,605,2,136,198544,0,10.158,36.809,1000,1,1,,,0
UMTS,605,2,136,199459,0,10.158,36.809,1000,1,1,,,0
UMTS,605,2,136,248545,0,10.159,36.809,1000,1,1,,,0
UMTS,605,3,2100,687894,0,10.159,36.809,1000,1,1,,,0
UMTS,605,2,1020,853907,0,10.159,36.809,1000,1,1,,,0
UMTS,605,3,2100,665796,0,10.159,36.809,1000,1,1,,,0
UMTS,605,3,2100,665797,0,10.159,36.809,1000,1,1,,,0
GSM,605,3,103,15270,0,10.16,36.809,1000,1,1,,,0
UMTS,605,1,10006,67430,0,10.16,36.809,1000,1,1,,,0
UMTS,605,2,136,248546,0,10.16,36.809,1000,1,1,,,0
GSM,605,3,2100,32531,0,10.16,36.809,1000,1,1,,,0
UMTS,605,1,10006,65803,0,10.162,36.809,1000,1,1,,,0
UMTS,605,3,2100,695792,0,10.162,36.809,1000,1,1,,,0
UMTS,605,3,2100,687892,0,10.164,36.809,1000,1,1,,,0
UMTS,605,2,136,197972,0,10.167,36.809,1000,1,1,,,0
UMTS,605,2,136,198542,0,10.167,36.809,1000,1,1,,,0
UMTS,605,2,136,247975,0,10.167,36.809,1000,1,1,,,0
UMTS,605,2,1020,854221,0,10.167,36.809,1000,1,1,,,0
